,Year,Organization,Designation,Standing,Allocation,norm_by_y,norm_by_yd
21,2012,Sather Health: Issues in Student Health,Publications RSO,2,377.4,-0.26664081290658703,-0.2219925199910097
22,2012,The Smart Ass,Publications RSO,13,3384.0,0.37288734625518377,0.4175356391707611
23,2012,The Berkeley Political Review,Publications RSO,12,4293.0,0.5662390048323306,0.6108872977479078
24,2012,The Black Album,Publications RSO,2,245.0,-0.2948033647169437,-0.2501550718013664
25,2012,Public Health Advocate,Publications RSO,8,390.93,-0.26376287237793045,-0.21911457946235316
26,2012,Science of Wellness,Publications RSO,1,500.0,-0.24056280042962527,-0.195914507514048
27,2012,"The Triple Helix: The Journal Of Science, Society, and Law",Publications RSO,2,595.0,-0.22035553138140862,-0.17570723846583133
28,2012,Undergraduate Journal of Psychology at Berkeley,Publications RSO,2,548.0,-0.23035281185789475,-0.18570451894231746
29,2012,To An Unknown God,Publications RSO,4,1870.0,0.05084729005518347,0.09549558297076075
30,2012,Comparative Literature Undergraduate Journal,Publications RSO,1,420.0,-0.25757944804917615,-0.21293115513359887
31,2012,Abba Modern,Performing Arts RSO,1,50.0,-0.33628144328959897,-0.13974445796581086
32,2012,acts2fellowship,Spiritual RSO,11,2807.8,0.2503249417753686,0.12898406187524317
33,2012,Afghan Student Association,Cultural & Identity/International RSO,5,373.9,-0.26738529123994237,-0.09368181091365496
34,2012,"Alpha Epsilon Zeta Fraternity, Inc.",Professional RSO,8,802.6,-0.17619733080867409,0.0736107738037246
35,2012,Alpha Kappa Psi,Academic RSO,2,52.5,-0.335749673051488,-0.11094754541027525
36,2012,Alpha Phi Omega,Service RSO,27,1310.95,-0.06806717059119048,-0.09193456584557616
37,2012,Ambience,Recreational RSO,1,150.0,-0.31501063376516036,-0.030486575434515065
38,2012,American Institute of Architecture Students,Professional RSO,4,420.0,-0.25757944804917615,-0.007771343436777455
39,2012,American Medical Student Association--Berkeley Premedical Chapter,Professional RSO,14,630.0,-0.2129107480478551,0.03689735656454359
40,2012,American Nuclear Society,Academic RSO,5,0.0,-0.34691684805181827,-0.1221147204106055
41,2012,American Society of Civil Engineers,Academic RSO,8,100.0,-0.32564603852737967,-0.10084391088616691
42,2012,Anthropology Undergraduate Association,Departmental RSO,2,200.0,-0.30437522900294106,-0.7886331913723029
43,2012,Armenian Student Association,Cultural & Identity/International RSO,35,2092.27,0.09812591838515312,0.2718293987114405
44,2012,ASCEND,Professional RSO,4,168.0,-0.3111818880507614,-0.061373783438362715
45,2012,"Asha for Education, Berkeley",Service RSO,8,744.94,-0.18846207958046537,-0.21232947483485104
46,2012,Asian American Association,Cultural & Identity/Cultural & Ethnic RSO,15,7740.6,1.2995714339968756,1.297818448572668
47,2012,Asian Pacific American Coalition,Cultural & Identity/Cultural & Ethnic RSO,13,1678.4,0.01009241900635914,0.008339433582151471
48,2012,Asociacion de Chilenos en Berkeley,Cultural & Identity/International RSO,1,50.0,-0.33628144328959897,-0.16257796296331156
49,2012,Association for Muslim Professional Development,Professional RSO,6,37.5,-0.3389402944801538,-0.08913218986775508
50,2012,Association of Psychology Undergraduates,Departmental RSO,13,30.0,-0.34053560519448667,-0.8247935675638485
51,2012,Spectrum: Autism at Cal,Political & Advocacy RSO,2,200.0,-0.30437522900294106,-0.14290427048385593
52,2012,"BAMN - Coalition to Defend Affirmative Action, Integration, and Immigrant Rights and Fight for Equality By Any Means Necessary",Political & Advocacy RSO,14,2856.0,0.260577471966148,0.42204843048523316
53,2012,Berkeley Chinese Students and Scholars Association,Cultural & Identity/International RSO,9,339.87,-0.27462374772110876,-0.1009202673948214
54,2012,Cal American Civil Liberties Union,Political & Advocacy RSO,12,147.0,-0.31564875805089354,-0.15417779953180838
55,2012,Berkeley Bahai Club,Spiritual RSO,15,300.0,-0.28310441947850246,-0.40444529937862794
56,2012,Berkeley Ballroom Dancers,Performing Arts RSO,9,892.5,-0.1570748730462038,0.03946211227758429
57,2012,Berkeley Bhangra Club,Performing Arts RSO,5,210.0,-0.3022481480504972,-0.10571116272670912
58,2012,Berkeley College Republicans,Political & Advocacy RSO,17,3000.0,0.2912074376813396,0.4526783962004247
59,2012,Berkeley Consulting,Professional RSO,13,0.0,-0.34691684805181827,-0.09710874343941955
60,2012,Dil Se,Performing Arts RSO,4,617.4,-0.21559087004793437,-0.019053884724146288
61,2012,Berkeley Investment Group,Professional RSO,1,50.0,-0.33628144328959897,-0.08647333867720025
62,2012,Berkeley Legal Studies Association,Academic RSO,13,25.43,-0.3415076811897535,-0.11670555354854079
63,2012,National Organization for Women,Cultural & Identity/Women Interest RSO,11,1176.0,-0.09677212804442038,0.06653509219244391
64,2012,Berkeley Organization for Animal Advocacy,Political & Advocacy RSO,14,900.0,-0.1554795623318709,0.005991396187214229
65,2012,Students for Life at Berkeley,Political & Advocacy RSO,15,487.2,-0.2432854640487534,-0.08181450552966829
66,2012,Berkeley Undergraduate Sociology Association,Departmental RSO,5,105.0,-0.32458249805115774,-0.8088404604205196
67,2012,Berkeley Urban Studies Student Association,Academic RSO,1,50.0,-0.33628144328959897,-0.11147931564838622
68,2012,Berkeley Women in Business,Cultural & Identity/Women Interest RSO,10,39.0,-0.3386212323372872,-0.1753140121004229
69,2012,Mirai Collective,Arts RSO,3,262.5,-0.29108097305016695,0.02623399841347427
70,2012,Black Student Union,Cultural & Identity/Cultural & Ethnic RSO,3,208.0,-0.30267356424098596,-0.30442654966519367
71,2012,Cal Actuarial League,Professional RSO,8,403.83,-0.2610189379492779,-0.011210833336879179
72,2012,Cal Animage Alpha,Media & Film RSO,2,200.0,-0.30437522900294106,-0.04958278877170448
73,2012,Cal Berkeley Democrats,Political & Advocacy RSO,15,4020.47,0.5082696676353781,0.6697406261544632
74,2012,Cal Dragon Boat,Recreational RSO,8,261.3,-0.2913362227644602,-0.006812164433814906
75,2012,Cal Hawai'i Club,Cultural & Identity/Cultural & Ethnic RSO,26,1801.8,0.03634059795951634,0.03458761253530867
76,2012,Cal Hiking and Outdoor Society,Recreational RSO,64,547.97,-0.23035919310075206,0.054164865229893215
77,2012,UC Berkeley Men's Ice Hockey,Recreational RSO,1,50.0,-0.33628144328959897,-0.051757384958953656
78,2012,Cal in the Capital,Service RSO,35,1992.7,0.07694657334166964,0.05307917808728396
79,2012,Cal Japan Club,Cultural & Identity/Cultural & Ethnic RSO,5,369.0,-0.26842756090663983,-0.2701805463308475
80,2012,Cal Pre-Vet Club,Academic RSO,3,52.5,-0.335749673051488,-0.11094754541027525
81,2012,Cal Taiko,Performing Arts RSO,8,754.3,-0.18647113180897795,0.010065853514810142
82,2012,CalSlam,Performing Arts RSO,9,262.5,-0.29108097305016695,-0.09454398772637886
83,2012,Cal Undergraduate Public Health Coalition,Academic RSO,9,1419.6,-0.04495643604288798,0.17984569159832475
84,2012,California Mock Trial,Academic RSO,13,3603.6,0.41959804397085093,0.6444001716120636
85,2012,CalSol,Professional RSO,15,950.0,-0.1448441575696516,0.1049639470427471
86,2012,Civil and Environmental Engineering Joint Fundraising Committee,Academic RSO,5,0.0,-0.34691684805181827,-0.1221147204106055
87,2012,Chabad Jewish Student Group at Berkeley,Spiritual RSO,4,157.5,-0.3134153230508275,-0.43475620295095296
88,2012,Chi Epsilon - Civil Engineering Honor Society,Academic RSO,13,0.0,-0.34691684805181827,-0.1221147204106055
89,2012,Chinese People Union,Cultural & Identity/International RSO,9,975.81,-0.139354161631394,0.03434931869489338
90,2012,Chinese Student Association,Cultural & Identity/International RSO,23,2000.0,0.07849934243695364,0.252202822763241
91,2012,Circle K International,Service RSO,18,2887.6,0.2672990477758706,0.2434316525214849
92,2012,Cognitive Science Students Association,Academic RSO,14,104.0,-0.3247952061464021,-0.09999307850518938
93,2012,College Ski and Snowboard Club,Recreational RSO,14,210.0,-0.3022481480504972,-0.017724089719851906
94,2012,Gaming at Berkeley,Recreational RSO,1,20.0,-0.3426626861469305,-0.05813862781628524
95,2012,Committee for Korea Studies,Cultural & Identity/International RSO,8,50.0,-0.33628144328959897,-0.16257796296331156
96,2012,Computer Science Undergraduate Association,Academic RSO,38,1575.0,-0.011901598041910384,0.21290052959930236
97,2012,Creative Applications to Life in Origami,Arts RSO,3,105.0,-0.32458249805115774,-0.007267526587516518
98,2012,Crossroads Christian Fellowship: Chinese for Christ Berkeley Church,Recreational RSO,4,163.8,-0.31207526205078784,-0.027551203720142536
99,2012,Danceworx,Performing Arts RSO,16,1520.69,-0.023453774694632973,0.1730832106291551
100,2012,DeCadence,Performing Arts RSO,13,655.2,-0.20755050404769657,-0.011013518723908485
101,2012,Delta Phi Epsilon Co-ed Professional Foreign Service Fraternity,Professional RSO,10,392.51,-0.2634267935874443,-0.013618688975045628
102,2012,Delta Sigma Pi,Professional RSO,7,1037.4,-0.12625347004529225,0.12355463456710644
103,2012,Department of Integrative Biology Students,Departmental RSO,1,50.0,-0.33628144328959897,-0.8205394056589608
104,2012,Design for America,Professional RSO,1,50.0,-0.33628144328959897,-0.08647333867720025
105,2012,East Asian Languages & Cultures Undergraduate Student Association,Cultural & Identity/International RSO,3,150.0,-0.31501063376516036,-0.14130715343887296
106,2012,East Asian Union,Cultural & Identity/International RSO,3,0.0,-0.34691684805181827,-0.17321336772553086
107,2012,Education Undergraduates,Academic RSO,5,288.75,-0.2854973855500018,-0.06069525790878907
108,2012,Eggster Organization,Service RSO,12,1730.45,0.02116387536382942,-0.00270351989055625
109,2012,EGO (Cal's Traditional Korean Percussion Group),Performing Arts RSO,2,210.0,-0.3022481480504972,-0.10571116272670912
110,2012,elecTONIC,Recreational RSO,5,436.8,-0.2540059520490705,0.03051810628157483
111,2012,"Electrochemical Society, Student Chapter of Berkeley",Academic RSO,5,0.0,-0.34691684805181827,-0.1221147204106055
112,2012,Engineering Student Council,Departmental RSO,20,26565.0,5.303673702115294,4.819415739745932
113,2012,English Undergraduate Association,Academic RSO,8,299.57,-0.28319588395945755,-0.05839375631824481
114,2012,"Somali, Ethiopian, Eritrean, South Sudanese, Sudanese Association (SEE§A)",Cultural & Identity/International RSO,17,1680.0,0.010432751958750139,0.18413623228503753
115,2012,Fashion and Student Trends,Arts RSO,1,50.0,-0.33628144328959897,-0.018966471825957745
116,2012,Fei Tian Dancers,Performing Arts RSO,9,327.6,-0.2772336760497574,-0.08069669072596933
117,2012,Fellowship in Christ in Berkeley,Spiritual RSO,7,262.5,-0.29108097305016695,-0.41242185295029243
118,2012,Foresight Pre-Optometry Club,Academic RSO,21,840.0,-0.16824204804653406,0.05656007959467869
119,2012,Freshman and Sophomore Business Club,Departmental RSO,11,193.09,-0.3058450419410798,-0.7901030043104416
120,2012,Friends of the Co-ops,Cultural & Identity/Cultural & Ethnic RSO,1,50.0,-0.33628144328959897,-0.3380344287138066
121,2012,Freshman Sophomore Entrepreneurial Society,Professional RSO,2,0.0,-0.34691684805181827,-0.09710874343941955
122,2012,"Future Business Leaders of America-Phi Beta Lambda, Inc.",Professional RSO,8,889.93,-0.15762153285098188,0.09218657176141683
123,2012,Golden Bears Aikido Club,Recreational RSO,3,0.0,-0.34691684805181827,-0.06239278972117296
124,2012,Graduate Flight Club,Professional RSO,1,50.0,-0.33628144328959897,-0.08647333867720025
125,2012,Haas Undergraduate Black Business Association,Professional RSO,7,0.0,-0.34691684805181827,-0.09710874343941955
126,2012,Hackers@Berkeley,Technology RSO,1,0.0,-0.34691684805181827,0.0
127,2012,Hindu Students Council,Spiritual RSO,5,218.4,-0.30046140005044436,-0.42180227995056985
128,2012,Hong Kong Student Association,Cultural & Identity/International RSO,16,1310.95,-0.06806717059119048,0.10563630973509691
129,2012,Human Powered Vehicle,Academic RSO,1,50.0,-0.33628144328959897,-0.11147931564838622
130,2012,IAS Student Representative Council,Academic RSO,3,150.0,-0.31501063376516036,-0.09020850612394761
131,2012,Italian Society at Berkeley,Cultural & Identity/International RSO,12,1102.28,-0.11245296882583651,0.061250511500450876
132,2012,Indian Students Association,Cultural & Identity/International RSO,9,1037.4,-0.12625347004529225,0.047450010280995145
133,2012,UC Berkeley Indus,Cultural & Identity/Cultural & Ethnic RSO,24,3850.0,0.4720093186390676,0.47025633321486005
134,2012,Berkeley Business Society,Professional RSO,7,273.0,-0.2888475380501009,-0.03903943343770219
135,2012,International Justice Mission,Service RSO,2,200.0,-0.30437522900294106,-0.32824262425732675
136,2012,International Students Association at Berkeley,Cultural & Identity/International RSO,12,367.5,-0.2687466230495064,-0.09504314272321902
137,2012,InterVarsity Christian Fellowship,Spiritual RSO,14,3835.83,0.4689952449294546,0.34765436502932917
138,2012,Iranian Students Cultural Organization,Cultural & Identity/Cultural & Ethnic RSO,16,689.64,-0.20022483724747991,-0.2019778226716876
139,2012,Institute of Transportation Engineers at Berkeley,Academic RSO,6,0.0,-0.34691684805181827,-0.1221147204106055
140,2012,J Street U at Berkeley,Political & Advocacy RSO,1,0.0,-0.34691684805181827,-0.1854458895327331
141,2012,Jericho!,Performing Arts RSO,8,625.0,-0.21397428852407704,-0.01743730320028895
142,2012,Jewish Business Association,Professional RSO,6,250.0,-0.29373982424072176,-0.04393171962832307
143,2012,Jewish Student Union,Spiritual RSO,34,13008.91,2.4201836192538266,2.298842739353701
144,2012,Kairos Christian Fellowship,Spiritual RSO,7,327.6,-0.2772336760497574,-0.3985745559498829
145,2012,Kappa Gamma Delta,Professional RSO,10,1100.0,-0.11293794328299371,0.136870161329405
146,2012,Klesis,Spiritual RSO,1,50.0,-0.33628144328959897,-0.45762232318972446
147,2012,Koinonia Campus Fellowship,Spiritual RSO,8,682.5,-0.20174357304752483,-0.3230844529476503
148,2012,Korea Campus Crusade for Christ,Spiritual RSO,2,200.0,-0.30437522900294106,-0.42571610890306655
149,2012,Korean American Student Association,Cultural & Identity/Cultural & Ethnic RSO,31,4551.44,0.6212112849672896,0.619458299543082
150,2012,Korean Undergraduate Networking Association,Professional RSO,5,163.8,-0.31207526205078784,-0.062267157438389134
151,2012,Korean-American Scientists and Engineers Association (Silicon Valley Chapter),Academic RSO,1,50.0,-0.33628144328959897,-0.11147931564838622
152,2012,K-Popular at Berkeley,Cultural & Identity/Cultural & Ethnic RSO,2,200.0,-0.30437522900294106,-0.3061282144271487
153,2012,Labor Justice Project,Political & Advocacy RSO,1,50.0,-0.33628144328959897,-0.17481048477051384
154,2012,Latin American Studies Student Organization,Cultural & Identity/International RSO,1,50.0,-0.33628144328959897,-0.16257796296331156
155,2012,Latinx Pre-Law Society,Professional RSO,10,1200.0,-0.09166713375855512,0.15814097085384357
156,2012,Undergraduate Legal Honors Society,Academic RSO,1,250.0,-0.29373982424072176,-0.06893769659950902
157,2012,Lindy On Sproul,Performing Arts RSO,2,200.0,-0.30437522900294106,-0.10783824367915298
158,2012,Liberty in North Korea at Berkeley,Political & Advocacy RSO,8,682.5,-0.20174357304752483,-0.040272614528439714
159,2012,Longboard Connection at Berkeley,Recreational RSO,2,200.0,-0.30437522900294106,-0.019851170672295766
160,2012,MTO Sufi Association,Spiritual RSO,3,210.0,-0.3022481480504972,-0.4235890279506227
161,2012,Main Stacks Dance Team,Performing Arts RSO,5,600.6,-0.21916436604804002,-0.022627380724251963
162,2012,MEND,Service RSO,1,50.0,-0.33628144328959897,-0.3601488385439846
163,2012,Mixed @ Berkeley Recruitment and Retention Center - MRRC,Sponsored RSO,16,877.49,-0.16026762155582203,-3.09706113484826
164,2012,Monopoly Deal Club,Recreational RSO,1,50.0,-0.33628144328959897,-0.051757384958953656
165,2012,Muslim Student Association,Spiritual RSO,26,8708.7,1.5054941410029656,1.3841532611028404
166,2012,Nikkei Student Union,Cultural & Identity/International RSO,11,1604.6,-0.00560543842267658,0.1680980419036108
167,2012,Olive Tree Initiative,Sponsored RSO,1,50.0,-0.33628144328959897,-3.273074956582037
168,2012,Omicron Delta Epsilon,Professional RSO,6,160.0,-0.3128835528127165,-0.0630754482003178
169,2012,Pakistani Student Association,Cultural & Identity/International RSO,9,645.12,-0.20969460164776,-0.03599112132147259
170,2012,Partnership for Pre-Professional Pilipinxs,Professional RSO,12,871.27,-0.16159066590824211,0.08821743870415659
171,2012,"Phi Alpha Delta Law Fraternity, International",Professional RSO,5,300.0,-0.28310441947850246,-0.03329631486610377
172,2012,Phi Alpha Theta,Academic RSO,8,634.5,-0.21195356161925535,0.012848566021957374
173,2012,Phi Chi Pre-Health Fraternity,Professional RSO,2,200.0,-0.30437522900294106,-0.054567124390542364
174,2012,Phi Gamma Nu,Professional RSO,12,628.99,-0.21312558322405192,0.03668252138834677
175,2012,Phi Sigma Pi National Honor Fraternity,Professional RSO,11,605.05,-0.21821781502420254,0.03159028958819615
176,2012,Pi Sigma Alpha - Iota Chapter,Academic RSO,1,50.0,-0.33628144328959897,-0.11147931564838622
177,2012,Pilipino American Alliance,Cultural & Identity/Cultural & Ethnic RSO,22,5315.02,0.7836309323339979,0.7818779469097904
178,2012,Pilipino Association for Health Careers,Professional RSO,20,2097.51,0.09924050880423377,0.34904861341663246
179,2012,"Pilipinx Association of Scientists, Architects, and Engineers",Professional RSO,24,0.0,-0.34691684805181827,-0.09710874343941955
180,2012,PreDental Society,Professional RSO,30,655.2,-0.20755050404769657,0.04225760056470213
181,2012,Pre-Health Society,Professional RSO,6,734.13,-0.1907614540900572,0.0590466505223415
182,2012,Pre-Nursing Society,Professional RSO,2,200.0,-0.30437522900294106,-0.054567124390542364
183,2012,"Pre-Pharmacy Informational, Learning and Leadership Society",Professional RSO,12,757.2,-0.1858542783327692,0.06395382627962949
184,2012,Psi Chi,Academic RSO,7,364.0,-0.26949110138286175,-0.04468897374164903
185,2012,Queer Student Union,Cultural & Identity/LGBTQ+ RSO,5,378.0,-0.26651318804944035,-0.682975382926151
186,2012,Quiz Bowl Club,Recreational RSO,17,456.96,-0.24971775684894365,0.03480630148170164
187,2012,Ra-On,Performing Arts RSO,2,200.0,-0.30437522900294106,-0.10783824367915298
188,2012,React to Film,Media & Film RSO,1,50.0,-0.33628144328959897,-0.08148900305836237
189,2012,Rubik's Cube Club at Berkeley,Recreational RSO,1,50.0,-0.33628144328959897,-0.051757384958953656
190,2012,Russian Student Association,Cultural & Identity/International RSO,9,436.8,-0.2540059520490705,-0.08030247172278307
191,2012,Salsa at Cal,Recreational RSO,2,52.5,-0.335749673051488,-0.051225614720842694
192,2012,Sigma Alpha Nu,Academic RSO,5,105.0,-0.32458249805115774,-0.09978037040994499
193,2012,Sigma Eta Pi,Professional RSO,1,50.0,-0.33628144328959897,-0.08647333867720025
194,2012,Sikh Students Association,Cultural & Identity/Cultural & Ethnic RSO,6,700.0,-0.1980211813807481,-0.19977416680495574
195,2012,Singapore Student Association,Cultural & Identity/International RSO,6,382.2,-0.2656198140494139,-0.09191633372312655
196,2012,Society of Hong Kong and Chinese Affairs (SHKCA),Cultural & Identity/International RSO,20,683.55,-0.20152022954751825,-0.02781674922123085
197,2012,Strait Talk,Cultural & Identity/International RSO,5,600.6,-0.21916436604804002,-0.04546088572175265
198,2012,Student Commuters at Cal,Service RSO,5,420.0,-0.25757944804917615,-0.28144684330356184
199,2012,Student Food Collective,Environmental & Sustainability RSO,1,50.0,-0.33628144328959897,-0.03242734912000664
200,2012,"Students for Sensible Drug Policy, UC Berkeley Chapter",Political & Advocacy RSO,3,25.1,-0.3415778748611842,-0.18010691634209902
201,2012,Students for Hip Hop,Recreational RSO,12,2037.21,0.08641421066099725,0.37093826899164256
202,2012,Students for Integrative Medicine,Health & Wellness RSO,3,163.8,-0.31207526205078784,-0.5058055686618975
203,2012,Students for Justice in Palestine,Political & Advocacy RSO,7,472.5,-0.2464122730488459,-0.08494131452976077
204,2012,Students for Liberty,Political & Advocacy RSO,4,367.5,-0.2687466230495064,-0.10727566453042128
205,2012,Taiwanese American Student Association,Cultural & Identity/Cultural & Ethnic RSO,16,1475.22,-0.033125611785395206,-0.03487859720960288
206,2012,Taiwanese Student Association,Cultural & Identity/International RSO,16,1365.0,-0.05657029804323143,0.11713318228305596
207,2012,TAMID Group,Professional RSO,1,50.0,-0.33628144328959897,-0.08647333867720025
208,2012,Berkeley Tennis Association,Recreational RSO,7,0.0,-0.34691684805181827,-0.06239278972117296
209,2012,The Berkeley Group,Professional RSO,10,900.2,-0.155437020712822,0.09437108389957669
210,2012,The Californians,Sponsored RSO,11,2446.22,0.1734139486969035,-2.763379564595535
211,2012,Cooking Club,Professional RSO,5,436.8,-0.2540059520490705,-0.004197847436671769
212,2012,The Movement,Performing Arts RSO,13,3146.27,0.3223202507727359,0.518857236096524
213,2012,The Music Connection,Service RSO,4,218.4,-0.30046140005044436,-0.32432879530483
214,2012,Theatre Rice: Modern Asian-American Theater,Performing Arts RSO,14,2948.4,0.2802316999667293,0.47676868529051736
215,2012,Theta Tau,Professional RSO,2,200.0,-0.30437522900294106,-0.054567124390542364
216,2012,Third Space Christian Fellowship,Spiritual RSO,1,50.0,-0.33628144328959897,-0.45762232318972446
217,2012,Thrive Dance Company,Performing Arts RSO,1,50.0,-0.33628144328959897,-0.13974445796581086
218,2012,Toxicology Student Association of Berkeley,Departmental RSO,2,210.0,-0.3022481480504972,-0.7865061104198591
219,2012,TROO Artistic Ventures,Media & Film RSO,1,50.0,-0.33628144328959897,-0.08148900305836237
220,2012,Tzu Chi Compassion Relief Foundation,Service RSO,5,322.0,-0.27842484138312595,-0.30229223663751165
221,2012,UC Berkeley Model United Nations,Academic RSO,20,6615.0,1.0601472019897948,1.2849493296310075
222,2012,UC Jazz Ensembles,Performing Arts RSO,26,520.0,-0.23630863852473755,-0.039771653200949476
223,2012,Undergraduate Economics Association,Academic RSO,13,268.48,-0.2898089786406055,-0.06500685099939277
224,2012,Undergraduate Finance Association|Undergraduate Management Consulting Group,Professional RSO,5,336.49,-0.2753427010830348,-0.025534596470636124
225,2012,Undergraduate Marketing Association,Academic RSO,16,630.0,-0.2129107480478551,0.011891379593357638
226,2012,Undergraduate Political Science Association,Academic RSO,10,393.12,-0.2632970416493452,-0.03849491400813251
227,2012,UC Rally Committee,Service RSO,111,35490.0,7.202093452171439,7.178226056917053
228,2012,Wrestling Club at Berkeley,Recreational RSO,6,300.0,-0.28310441947850246,0.0014196388521428278
229,2012,De Colores,Cultural & Identity/LGBTQ+ RSO,5,235.97,-0.2967241188170005,-0.7131863136937111
230,2012,Collegiate 100,Cultural & Identity/Cultural & Ethnic RSO,2,62.5,-0.3336225920990441,-0.3353755775232518
231,2012,Alternative Breaks,Service RSO,10,1178.02,-0.09634245769202672,-0.12020985294641238
232,2012,American Red Cross at Cal,Service RSO,8,2463.0,0.17698319053510433,0.15311579528071867
233,2012,Amnesty International,Service RSO,32,967.48,-0.14112602006477973,-0.1649934153191654
234,2012,Middle Eastern North African Recruitment and Retention Center,Sponsored RSO,2,105.0,-0.32458249805115774,-3.2613760113435957
235,2012,Renters' Legal Assistance,Service RSO,30,4563.3,0.6237340029768881,0.5998666077225024
236,2012,ASUC Student Legal Clinic,Service RSO,29,3525.8,0.40304935416083776,0.37918195890645207
237,2012,Bay Area Environmentally Aware Consulting Network,Environmental & Sustainability RSO,5,354.9,-0.2714267450495857,0.03242734912000664
238,2012,Berkeley City College Service Community,Service RSO,1,100.0,-0.32564603852737967,-0.3495134337817653
239,2012,Bears for Elder Welfare,Service RSO,1,100.0,-0.32564603852737967,-0.3495134337817653
240,2012,UNICEF at Berkeley,Service RSO,10,786.87,-0.17954322914686827,-0.20341062440125396
241,2012,Berkeley Cambodian Students Association,Cultural & Identity/International RSO,14,577.5,-0.22407792304818536,-0.05037444272189797
242,2012,Engineers and Mentors of Berkeley,Academic RSO,4,200.0,-0.30437522900294106,-0.07957310136172832
243,2012,Best Buddies at Berkeley,Service RSO,6,416.47,-0.25833030762538883,-0.28219770287977447
244,2012,Black Recruitment and Retention Center,Sponsored RSO,30,42516.41,8.696667739677546,5.759874226385108
245,2012,Black Students in Health Association,Cultural & Identity/Cultural & Ethnic RSO,3,150.0,-0.31501063376516036,-0.316763619189368
246,2012,bridges Multicultural Resource Center,Sponsored RSO,16,15670.2,2.9862615460467588,0.04946803275432054
247,2012,Cal Habitat for Humanity,Service RSO,12,1935.02,0.06467757040797344,0.04081017515358777
248,2012,Cal Camp,Service RSO,64,14726.63,2.785556568617013,2.7616891733626274
249,2012,Cal Community Music,Performing Arts RSO,28,241.87,-0.2954691410550586,-0.09893215573127054
250,2012,Do Something,Service RSO,4,200.0,-0.30437522900294106,-0.32824262425732675
251,2012,Cal Health Coalition,Health & Wellness RSO,2,2663.93,0.21972262811255877,0.025992321501449065
252,2012,Cal in Local Government,Service RSO,4,1719.96,0.01893256744471581,-0.00493482780966986
253,2012,Cal Queer & Asian,Cultural & Identity/LGBTQ+ RSO,4,757.91,-0.1857032555851457,-0.6021654504618563
254,2012,California Public Interest Research Group,Political & Advocacy RSO,8,488.0,-0.2431152975725579,-0.08164433905347278
255,2012,Cal Veterans Group,Cultural & Identity/Cultural & Ethnic RSO,4,1024.0,-0.12910375852156705,-0.1308567439457747
256,2012,Chicano(a)s/Latino(a)s in Health Education,Cultural & Identity/Cultural & Ethnic RSO,23,2193.83,0.11972855253817295,0.11797556711396529
257,2012,Colleges Against Cancer,Service RSO,3,164.0,-0.31203272043173896,-0.3359001156861246
258,2012,Drawn to Scale,Performing Arts RSO,2,105.0,-0.32458249805115774,-0.12804551272736964
259,2012,Engineers Without Borders at Berkeley,Service RSO,2,0.0,-0.34691684805181827,-0.3707842433062039
260,2012,Expanding Your Horizons at Berkeley,Service RSO,1,100.0,-0.32564603852737967,-0.3495134337817653
261,2012,Cal Facilitation Team,Service RSO,1,100.0,-0.32564603852737967,-0.3495134337817653
262,2012,FeelGood,Service RSO,5,644.99,-0.20972225370014175,-0.2335896489545274
263,2012,Gates Millennium Student Association,Service RSO,6,1317.0,-0.06678028661496196,-0.09064768186934763
